Epoch,TrainLoss,ValLoss,MSE_component,NonNeg,Smooth,CalibBias,CalibSlope,Train_MAE,Val_MAE,Train_MSE_metric,Val_MSE_metric,Train_R2,Val_R2,Gate_Expert1,Gate_Expert2,Gate_Expert3,Gate_Expert4
1,0.0614033803672475,0.02922089711170305,0.022745937618481763,0.0,0.15353786940960323,0.0,0.0,0.13277684152126312,0.09606243669986725,0.022760799154639244,0.012538451701402664,0.8559484481811523,0.9196199178695679,0.2422209084033966,0.2045038342475891,0.2667851746082306,0.286490261554718
2,0.02075418634340167,0.011845151301134716,0.009037590476081651,3.709165398236912e-05,0.22247877541710348,0.0,0.0,0.07537906616926193,0.053453851491212845,0.009040349163115025,0.0049105496145784855,0.9427842497825623,0.9685199856758118,0.16709202527999878,0.12596867978572845,0.3560827374458313,0.3508565425872803
3,0.01294120623565772,0.008651192257688805,0.00455254402340335,0.00032067364924895467,0.26337130341459725,0.0,0.0,0.052433233708143234,0.0392911396920681,0.004551493562757969,0.002824261551722884,0.9711939096450806,0.9818945527076721,0.11781439185142517,0.10070118308067322,0.45704081654548645,0.32444366812705994
4,0.011395103221430497,0.007865461245687171,0.003356637492063729,0.0006240849475622834,0.2742061477373628,0.0,0.0,0.04488386958837509,0.032814834266901016,0.003357774345204234,0.0021045845933258533,0.9787488579750061,0.9865081906318665,0.10179387032985687,0.08711407333612442,0.4972638189792633,0.3138282895088196
5,0.01065661795437336,0.007550184847787023,0.0027537037187036783,0.0008317588006641873,0.2828157907899688,0.0,0.0,0.04028639197349548,0.029722021892666817,0.002753117587417364,0.0017426860285922885,0.9825757145881653,0.988828182220459,0.09761206805706024,0.07330161333084106,0.5122382640838623,0.3168482482433319
6,0.010049358486910076,0.007329829079522328,0.002400185575243086,0.0009118182728664525,0.283508218386594,0.0,0.0,0.03714337572455406,0.026974190026521683,0.002401465317234397,0.0014550855848938227,0.9848012924194336,0.9906718730926514,0.09835290163755417,0.06220247223973274,0.5133960247039795,0.32604849338531494
7,0.00969521302236792,0.007161306132647124,0.0020996679161565707,0.0009414116328437505,0.2849535779041402,0.0,0.0,0.03451215848326683,0.0247039832174778,0.0020996995735913515,0.0012390263145789504,0.9867111444473267,0.9920569658279419,0.10282458364963531,0.052215155214071274,0.5130972266197205,0.3318629860877991
8,0.009408807885997435,0.007085661001672799,0.001920101952547317,0.0009201199523351319,0.2891900442978915,0.0,0.0,0.032477378845214844,0.024059655144810677,0.0019196296343579888,0.0011247156653553247,0.9878507852554321,0.9927898049354553,0.11150898784399033,0.04440590366721153,0.5080643892288208,0.33602067828178406
9,0.009033645897665445,0.00695263370024887,0.001722771378562731,0.0008204116086691262,0.2888327891335768,0.0,0.0,0.030462736263871193,0.022475510835647583,0.0017224751645699143,0.0009886976331472397,0.9890985488891602,0.9936617612838745,0.1262499988079071,0.037910375744104385,0.49495476484298706,0.3408849239349365
10,0.008811869850272642,0.006877066863870079,0.001562923675759093,0.0006558013284709031,0.2880827793303658,0.0,0.0,0.028903258964419365,0.021849175915122032,0.0015633183065801859,0.0009008538909256458,0.9901058673858643,0.9942249059677124,0.14295978844165802,0.03200605511665344,0.4834187626838684,0.3416155278682709
11,0.008643079192980248,0.006813122361729091,0.0014026196019532268,0.0004804731728868586,0.2945543643306283,0.0,0.0,0.027364706620573997,0.02113819308578968,0.0014021678362041712,0.0008319421322084963,0.991125762462616,0.9946666955947876,0.1619025319814682,0.02711089327931404,0.47110360860824585,0.33988308906555176
12,0.008598537702003823,0.006753531940789385,0.0013744320994352594,0.00043965726115001257,0.29127969557748123,0.0,0.0,0.02657075598835945,0.02035681903362274,0.001375049352645874,0.0007439478067681193,0.9912974238395691,0.9952307939529419,0.17451265454292297,0.023366374894976616,0.46684566140174866,0.33527523279190063
13,0.008425176612046711,0.006713694088499655,0.001240671319572036,0.00038532240561086354,0.29431339739000095,0.0,0.0,0.02533494494855404,0.019638260826468468,0.0012412286596372724,0.0006810348713770509,0.9921443462371826,0.9956340789794922,0.18379545211791992,0.020271236076951027,0.46897339820861816,0.3269599378108978
14,0.008171667095602434,0.006674147740175778,0.0011544749496833367,0.0003245136977698969,0.29454286598107393,0.0,0.0,0.02456001378595829,0.0189568679779768,0.001154943834990263,0.0006217280169948936,0.9926904439926147,0.9960142970085144,0.1958947330713272,0.01794123649597168,0.4658493995666504,0.32031452655792236
15,0.008216618595863966,0.0066615530628372326,0.0011521046063588823,0.0003287030031595564,0.2938695303657476,0.0,0.0,0.024119269102811813,0.018753739073872566,0.0011521154083311558,0.0006027253111824393,0.9927083253860474,0.9961361289024353,0.2000468522310257,0.016171874478459358,0.4709818363189697,0.31279951333999634
16,0.00803508573649999,0.006647524720227177,0.001079882396152243,0.00031887128635015174,0.29233011436813017,0.0,0.0,0.023577777668833733,0.01824612356722355,0.0010788043728098273,0.0005693166167475283,0.9931723475456238,0.9963502883911133,0.20602428913116455,0.014845114201307297,0.4678734242916107,0.31125688552856445
17,0.008200040273368358,0.006682398940690539,0.0010978933019727907,0.000285744504777968,0.29508162596646476,0.0,0.0,0.023187262937426567,0.018510183319449425,0.0010971720330417156,0.000606153451371938,0.993056058883667,0.9961141347885132,0.21082718670368195,0.013919453136622906,0.46788254380226135,0.3073708117008209
18,0.008125011477728978,0.006656615465710109,0.0010735646564759972,0.00028780751917485545,0.29444908499717715,0.0,0.0,0.022959455847740173,0.0179450660943985,0.0010729199275374413,0.0005692578270100057,0.9932095408439636,0.9963506460189819,0.21525892615318298,0.013106773607432842,0.46671825647354126,0.30491623282432556
19,0.008186092131825931,0.0065981753128157425,0.001105991964269539,0.00027300367891096837,0.29779752151054495,0.0,0.0,0.022704772651195526,0.01719178631901741,0.0011064623249694705,0.0005099130212329328,0.9929972887039185,0.9967311024665833,0.22176408767700195,0.012418118305504322,0.46795210242271423,0.297865629196167
20,0.007949938233393957,0.006590561412105506,0.0010020437554511077,0.0002694922233251204,0.2938667875002412,0.0,0.0,0.022210130468010902,0.01708926446735859,0.0010023299837484956,0.00048770950525067747,0.9936563372612,0.9968734383583069,0.21884870529174805,0.012201574631035328,0.4689304530620575,0.30001917481422424
21,0.007856665776275537,0.006590069610286842,0.0009366066246430444,0.0002409151586000328,0.2956648999277283,0.0,0.0,0.021877780556678772,0.016573820263147354,0.0009371050982736051,0.0004741121956612915,0.9940690994262695,0.9969606399536133,0.21870188415050507,0.012176617048680782,0.467542439699173,0.3015788495540619
22,0.007950331013211433,0.006584076168523593,0.0010057022539994626,0.00025522855161505184,0.2943651656017584,0.0,0.0,0.02184741012752056,0.0164736770093441,0.0010063936933875084,0.0004750954976771027,0.993630588054657,0.9969543218612671,0.22483664751052856,0.011606879532337189,0.46852126717567444,0.29503512382507324
23,0.007955871127984102,0.006557592868127606,0.0009787585627397193,0.00021870216193800682,0.2975281114087385,0.0,0.0,0.021781615912914276,0.016264658421278,0.000978863681666553,0.0004510778235271573,0.9938048124313354,0.9971082806587219,0.22067557275295258,0.011364800855517387,0.47400957345962524,0.2939499616622925
24,0.007886964841471875,0.006568238393149592,0.0009801081248202964,0.0002437486194942133,0.2953081070500262,0.0,0.0,0.021631920710206032,0.016542140394449234,0.000980654382146895,0.0004444522492121905,0.9937934875488281,0.9971507787704468,0.22521339356899261,0.01156599447131157,0.47536617517471313,0.28785428404808044
25,0.007797072019756717,0.006524291101165793,0.0009545746879131697,0.00022342390290278297,0.2933929279446602,0.0,0.0,0.0213865265250206,0.015653908252716064,0.0009538543527014554,0.00040566149982623756,0.9939631223678589,0.9973994493484497,0.22198715806007385,0.011695792898535728,0.4733441174030304,0.2929729223251343
26,0.00781383949386723,0.006533516507426446,0.0009444906155455529,0.0001979415430469089,0.2947750792783849,0.0,0.0,0.021203143522143364,0.015828363597393036,0.0009433437371626496,0.00042346579721197486,0.9940296411514282,0.9972853064537048,0.22263836860656738,0.011523059569299221,0.4706464409828186,0.29519209265708923
27,0.007753700546591597,0.006566531194204634,0.0009563588771818425,0.00021869061924114836,0.2904075776829439,0.0,0.0,0.0213057491928339,0.01606852374970913,0.0009568697423674166,0.00044975304626859725,0.9939440488815308,0.99711674451828,0.22134602069854736,0.011453197337687016,0.47163665294647217,0.2955639660358429
28,0.007910383607753936,0.0064629624089734125,0.0009922781798249,0.00020745504815054385,0.2992510199546814,0.0,0.0,0.0210343599319458,0.014983962289988995,0.000992930494248867,0.000359279423719272,0.9937158226966858,0.9976967573165894,0.22320498526096344,0.01112960372120142,0.46765244007110596,0.29801300168037415
29,0.0078020850689533875,0.006507556017657573,0.0009170154035981635,0.00018281241613936691,0.29603926495594135,0.0,0.0,0.021173574030399323,0.015429523773491383,0.0009164868388324976,0.00038463229429908097,0.9941996335983276,0.9975342154502869,0.21732990443706512,0.011414686217904091,0.4697400629520416,0.3015153110027313
30,0.007799688403439873,0.006464813031594862,0.0009105890734217075,0.0002113598786309012,0.29856910468900905,0.0,0.0,0.020969070494174957,0.015121078118681908,0.0009070542291738093,0.000363708270015195,0.9942592978477478,0.9976683855056763,0.21717461943626404,0.011478441767394543,0.46737343072891235,0.303973525762558
31,0.007765605029485681,0.006494228855114092,0.0008993013953680502,0.00018570447616238038,0.293626526436385,0.0,0.0,0.02099897898733616,0.01485064160078764,0.0008998923003673553,0.00037596284528262913,0.9943046569824219,0.9975898265838623,0.2176285684108734,0.011369956657290459,0.4626908302307129,0.30831053853034973
32,0.007826345224919564,0.0065371712923727255,0.0009030303484691745,0.00016576341351858846,0.30032960176467893,0.0,0.0,0.02067345194518566,0.01550647709518671,0.0009032450034283102,0.00041555656935088336,0.9942834377288818,0.9973359704017639,0.2215113490819931,0.011264189146459103,0.46760472655296326,0.29961976408958435
33,0.00782402753829956,0.0064853171775625515,0.0009536602828816018,0.00016761215468731654,0.29817584218347776,0.0,0.0,0.02075052820146084,0.01500354241579771,0.0009542556945234537,0.0003669985744636506,0.9939605593681335,0.9976472854614258,0.22351057827472687,0.011160855181515217,0.46397915482521057,0.3013494610786438
34,0.00776468275443596,0.006539558949456973,0.0009036981327774222,0.00015960779956538531,0.29610221762867533,0.0,0.0,0.020700858905911446,0.015718504786491394,0.0009041115990839899,0.0004056314646732062,0.9942779541015625,0.997399628162384,0.22269412875175476,0.01110257301479578,0.4628700315952301,0.3033333420753479
35,0.007714230175513555,0.00647779319181361,0.0008891923856401049,0.00016100311811040978,0.29735003762385426,0.0,0.0,0.020490622147917747,0.01517473068088293,0.0008894240600056946,0.0003647961129900068,0.9943708777427673,0.9976614117622375,0.22148177027702332,0.010986258275806904,0.4607401192188263,0.30679163336753845
36,0.007732693971518208,0.006495813902636821,0.0009074308233239743,0.00015868774158554836,0.2974299720981542,0.0,0.0,0.020511317998170853,0.015049053356051445,0.0009046415216289461,0.0003725128772202879,0.9942745566368103,0.997611939907074,0.22188861668109894,0.010977601632475853,0.4601427912712097,0.3069911599159241
37,0.007726954874199103,0.006547219987789338,0.000898062827935278,0.0001263667219919786,0.29728607009438907,0.0,0.0,0.02042323537170887,0.016119781881570816,0.0008968868060037494,0.00042213022243231535,0.9943236708641052,0.9972938299179077,0.220966175198555,0.01091310940682888,0.46036815643310547,0.3077526390552521
38,0.007677797321230173,0.006497747878628698,0.0008691856875563698,0.00013295491804884104,0.2973341131911558,0.0,0.0,0.02043290250003338,0.015512480400502682,0.0008691769908182323,0.0003852260415442288,0.9944990277290344,0.997530460357666,0.2221985161304474,0.010770382359623909,0.4570488929748535,0.3099822402000427
39,0.007692388184916447,0.006447200494056398,0.0008972502229666776,0.0001283038676239598,0.2957891063655124,0.0,0.0,0.020464779809117317,0.014838152565062046,0.0008974327938631177,0.00034746143501251936,0.9943202137947083,0.9977725148200989,0.22171911597251892,0.010765730403363705,0.45534250140190125,0.3121725618839264
40,0.007814660514978802,0.006460111609406092,0.0009341603124459439,0.00011051540896005463,0.2985516600749072,0.0,0.0,0.020678414031863213,0.014903154224157333,0.0009348408784717321,0.0003543280763551593,0.9940834641456604,0.9977285265922546,0.22368456423282623,0.010734716430306435,0.45177432894706726,0.3138064444065094
41,0.007752354256808758,0.006461193785071373,0.000853197999736842,0.00010654815646643436,0.298794170951142,0.0,0.0,0.020308030769228935,0.014723044820129871,0.0008536548702977598,0.000355683354428038,0.9945972561836243,0.9977198243141174,0.21990275382995605,0.010655174031853676,0.45544183254241943,0.3140001893043518
42,0.00774905502467471,0.0065450793428515845,0.000896015708670294,0.0001282059060084815,0.29992046750643675,0.0,0.0,0.02051534689962864,0.016084376722574234,0.0008950110641308129,0.0004214624350424856,0.9943355321884155,0.9972981214523315,0.2182399481534958,0.010731128044426441,0.45572930574417114,0.3152998387813568
43,0.007607145369162454,0.0065293173856017265,0.0008334974540904274,0.00011470207422569407,0.2960656481630662,0.0,0.0,0.020398300141096115,0.01563461869955063,0.0008338649058714509,0.0003932404506485909,0.9947225451469421,0.9974790811538696,0.21862070262432098,0.010496181435883045,0.44924303889274597,0.32163992524147034
44,0.007676624723107499,0.006491757611828772,0.0008667482778786079,0.00010136227622698403,0.2974471821504481,0.0,0.0,0.020130375400185585,0.015447495505213737,0.0008662141626700759,0.0003805180313065648,0.9945178031921387,0.9975606203079224,0.22515013813972473,0.0100755225867033,0.446313738822937,0.31846073269844055
45,0.0077359144712853085,0.006501183337108655,0.000886744847658145,0.00010577236013405661,0.2977701929562232,0.0,0.0,0.020557323470711708,0.015590330585837364,0.0008867809665389359,0.00038989936001598835,0.9943876266479492,0.997500479221344,0.21892526745796204,0.010389079339802265,0.4473981559276581,0.3232874572277069
46,0.007741968322764425,0.00651292892342264,0.0008790954029844965,0.00010257898830947371,0.29881911610855777,0.0,0.0,0.020497219637036324,0.015625540167093277,0.0008794756140559912,0.0003856230468954891,0.9944338798522949,0.9975278973579407,0.22204186022281647,0.01017254963517189,0.4458107054233551,0.32197490334510803
47,0.007685011726639727,0.006443972784009847,0.0008463668352787328,0.00010069207863339483,0.2987406749059172,0.0,0.0,0.020378554239869118,0.014700834639370441,0.0008467372972518206,0.000330928509356454,0.9946410655975342,0.9978784918785095,0.2300034463405609,0.01004902645945549,0.4404100775718689,0.31953734159469604
48,0.007593493125237086,0.006402265661480752,0.0008345617933253593,8.847808833920948e-05,0.29664640400339576,0.0,0.0,0.020224910229444504,0.014273032546043396,0.0008348770206794143,0.00029634678503498435,0.9947161078453064,0.998100221157074,0.21673953533172607,0.010310514830052853,0.44659221172332764,0.3263576626777649
49,0.007580689105260022,0.006496059835295786,0.0008148327462977785,7.977604999763678e-05,0.29674048143274645,0.0,0.0,0.020212970674037933,0.015445473603904247,0.000815105508081615,0.00035568949533626437,0.9948412775993347,0.9977197647094727,0.2199394702911377,0.01051471196115017,0.4455612301826477,0.3239845335483551
50,0.007735410113545025,0.0065857427279380236,0.0008765637342174373,8.050621271489517e-05,0.29938876707764234,0.0,0.0,0.0204466599971056,0.01650829426944256,0.0008767987601459026,0.00044305421761237085,0.9944508075714111,0.9971597194671631,0.22287869453430176,0.010347312316298485,0.43984755873680115,0.3269265592098236
51,0.007684977221138337,0.006499689622697505,0.0008547651970087935,8.230224035180393e-05,0.2984506613191436,0.0,0.0,0.020289158448576927,0.015722814947366714,0.0008546323515474796,0.00037478277226909995,0.9945911169052124,0.9975973963737488,0.21923984587192535,0.010280711576342583,0.4403931200504303,0.3300863206386566
52,0.007607876944958287,0.006476492663337426,0.0008715727089164669,8.329272338468238e-05,0.29529732080066906,0.0,0.0,0.020250491797924042,0.01525921281427145,0.0008718993049114943,0.0003621657087933272,0.9944818019866943,0.997678279876709,0.22436803579330444,0.01026217546314001,0.4382845163345337,0.32708540558815
53,0.007692339523311924,0.0064496349289335985,0.0008633423728443792,7.605408834077774e-05,0.29925564737880933,0.0,0.0,0.020206741988658905,0.015025794506072998,0.0008634289843030274,0.0003355083172209561,0.9945353865623474,0.99784916639328,0.22056415677070618,0.01039872132241726,0.43980178236961365,0.329235315322876
54,0.007673591087736627,0.006465841867876324,0.0008559094733380548,7.478614252784823e-05,0.2993053157539929,0.0,0.0,0.020249297842383385,0.01550577487796545,0.0008563022711314261,0.00035842464421875775,0.9945805072784424,0.9977022409439087,0.22412854433059692,0.010361544787883759,0.4375331699848175,0.3279767632484436
55,0.007560804278096732,0.006431888026947325,0.0008183411195846822,6.54242469716551e-05,0.29414735173477846,0.0,0.0,0.020170630887150764,0.014742019586265087,0.0008180385921150446,0.0003258864744566381,0.9948226809501648,0.9979108572006226,0.2182193547487259,0.010567222721874714,0.43973907828330994,0.3314744532108307
56,0.007561010327737997,0.0064757476687769995,0.0008593657923697987,7.597479836262852e-05,0.2946388426948996,0.0,0.0,0.020151734352111816,0.01534843910485506,0.0008590906509198248,0.00035322029725648463,0.9945628643035889,0.9977356195449829,0.22163081169128418,0.010417347773909569,0.44034308195114136,0.32760870456695557
57,0.007609217104447239,0.006479245716367255,0.0008653196824632366,8.115642622750088e-05,0.2950932859497912,0.0,0.0,0.020226269960403442,0.015455481596291065,0.0008658149163238704,0.00036244545481167734,0.9945203065872192,0.9976764917373657,0.22178037464618683,0.010378305800259113,0.43859967589378357,0.3292415738105774
58,0.00771031110711834,0.006501669487492604,0.0008534677758100717,7.507251654768718e-05,0.29982299269998774,0.0,0.0,0.020313294604420662,0.01581493206322193,0.0008537698886357248,0.00038995593786239624,0.994596540927887,0.9975001215934753,0.22606420516967773,0.010574106127023697,0.43591684103012085,0.327444851398468
59,0.007634332704850856,0.006410172209143639,0.000824441048419377,7.77510280118697e-05,0.2988161640132175,0.0,0.0,0.02013181522488594,0.014907758682966232,0.0008249490638263524,0.0003255762567277998,0.9947789311408997,0.9979128241539001,0.2254846841096878,0.010689680464565754,0.43240225315093994,0.3314233720302582
60,0.007657440620310167,0.0063578147779811515,0.0008340176893398166,7.354029401754174e-05,0.3001910675974453,0.0,0.0,0.02020839788019657,0.013885622844099998,0.00083404709585011,0.0002743576478678733,0.9947213530540466,0.9982411861419678,0.2220158725976944,0.010636224411427975,0.4343400001525879,0.33300766348838806
61,0.007674772862125845,0.006516611563380469,0.0008629081433515667,6.211579017390784e-05,0.29719961268060346,0.0,0.0,0.020325273275375366,0.015904104337096214,0.0008632559911347926,0.0003836113610304892,0.9945365190505981,0.9975407719612122,0.22442075610160828,0.010308046825230122,0.4329785108566284,0.33229273557662964
62,0.007646118953604909,0.006463900801133026,0.0008307930337169262,5.9260779819262955e-05,0.30044321382746975,0.0,0.0,0.02022446133196354,0.015383833087980747,0.0008309947443194687,0.000349689886206761,0.9947406649589539,0.9977582693099976,0.22511659562587738,0.010410667397081852,0.4338702857494354,0.3306025266647339
63,0.007617757472154848,0.006430867297405546,0.0008260638480458189,6.872359884736772e-05,0.2980556344284731,0.0,0.0,0.020128600299358368,0.014862091280519962,0.0008260920876637101,0.0003266855492256582,0.9947717189788818,0.9979057312011719,0.22723832726478577,0.010248424485325813,0.43140289187431335,0.3311103284358978
64,0.007682510706431726,0.006479384314099496,0.0008034346421482042,7.288805538658327e-05,0.30299552275853997,0.0,0.0,0.019980454817414284,0.015751421451568604,0.0008036649087443948,0.00035294171539135277,0.994913637638092,0.9977374076843262,0.21968457102775574,0.0107875382527709,0.43732303380966187,0.3322049379348755
65,0.0075813005650963855,0.006427296691320159,0.0008384184904999155,6.658740570963024e-05,0.29569632130510665,0.0,0.0,0.020209141075611115,0.014910014346241951,0.000838764535728842,0.0003223707899451256,0.9946914911270142,0.9979333877563477,0.22282198071479797,0.010573078878223896,0.43311095237731934,0.3334942162036896
66,0.007624309041592128,0.006459469102661718,0.0008044468228677836,6.741828837595462e-05,0.29802499562501905,0.0,0.0,0.02012794464826584,0.015376165509223938,0.0008045912836678326,0.0003529610112309456,0.994907796382904,0.9977372884750366,0.2269430011510849,0.010557672940194607,0.43206992745399475,0.3304293155670166
67,0.007637283337466857,0.006426535313948989,0.0008575475000885918,7.13518196468666e-05,0.29821989492458456,0.0,0.0,0.020051324740052223,0.014787817373871803,0.0008570820209570229,0.0003049697552341968,0.994575560092926,0.9980449080467224,0.22702553868293762,0.010692132636904716,0.43148812651634216,0.33079418540000916
68,0.007541916023611146,0.006393978795544667,0.0008031954006154967,6.131760800438796e-05,0.2966944825123338,0.0,0.0,0.01991656981408596,0.014459017664194107,0.0008032047771848738,0.00029968030867166817,0.994916558265686,0.9980788230895996,0.2248953878879547,0.010509645566344261,0.43318912386894226,0.33140578866004944
69,0.0076321654186091,0.006420840636234392,0.0008055088175323737,5.72653696174123e-05,0.29966731614926284,0.0,0.0,0.020120108500123024,0.01461311336606741,0.0008055198122747242,0.0003106188669335097,0.9949018955230713,0.9980087280273438,0.22181104123592377,0.01088409498333931,0.4330822229385376,0.33422255516052246
70,0.007633025719619849,0.006455937612124465,0.0008678213629857911,5.890241219437003e-05,0.2954319153638447,0.0,0.0,0.0201609767973423,0.015835564583539963,0.0008681689505465329,0.00035542435944080353,0.9945054054260254,0.9977214932441711,0.2294224202632904,0.01102540735155344,0.43405285477638245,0.32549935579299927
71,0.007652410418343018,0.006497491997751323,0.0008414012561415267,6.227113813913414e-05,0.29879559252191995,0.0,0.0,0.020233377814292908,0.016227897256612778,0.0008417977951467037,0.00037613665335811675,0.9946722984313965,0.9975886940956116,0.2259208709001541,0.011105995625257492,0.4304746687412262,0.33249855041503906
72,0.0075178582056918564,0.006420066283846443,0.0007967567709890906,7.106119180795812e-05,0.29474523882655534,0.0,0.0,0.020184757187962532,0.015001948922872543,0.0007970230071805418,0.0003176774480380118,0.9949557185173035,0.9979634881019592,0.2282291203737259,0.01100238412618637,0.42914894223213196,0.3316195011138916
73,0.007666759822955903,0.006419973193921826,0.0008647717865909833,5.881306288382107e-05,0.29904775873703116,0.0,0.0,0.020364832133054733,0.014777042903006077,0.0008653131080791354,0.0003077503351960331,0.9945234656333923,0.9980270862579346,0.22554105520248413,0.011518565937876701,0.4326072633266449,0.33033332228660583
74,0.007505155823138707,0.0064805887046862735,0.0007829591359682929,5.4705557517188617e-05,0.29510022542055914,0.0,0.0,0.019935324788093567,0.016057787463068962,0.000783253984991461,0.0003761966363526881,0.9950428605079651,0.9975883364677429,0.2284962385892868,0.011575024574995041,0.4319821000099182,0.3279467523097992
75,0.007538022837765953,0.006461735010485758,0.0007766199979575022,5.394191452711204e-05,0.29927096200339937,0.0,0.0,0.01986030489206314,0.01574486680328846,0.0007769784424453974,0.00035603964352048934,0.9950825572013855,0.997717559337616,0.22473347187042236,0.011569247581064701,0.43084344267845154,0.33285391330718994
76,0.0075090619543676865,0.006434384733438492,0.0008070188764523824,6.144550539722653e-05,0.2959338334553382,0.0,0.0,0.019945545122027397,0.015230762772262096,0.0008074375800788403,0.0003207744739484042,0.9948897957801819,0.997943639755249,0.22401662170886993,0.011883004568517208,0.43180233240127563,0.3322979211807251
77,0.007622671456021421,0.006431669144975868,0.0008252178079119939,6.345321537938778e-05,0.2986033782362938,0.0,0.0,0.02003568410873413,0.015265415422618389,0.0008254703134298325,0.00031971000134944916,0.994775652885437,0.9979504346847534,0.22840066254138947,0.011880528181791306,0.43073612451553345,0.32898274064064026
78,0.0075763726442614025,0.00641252426430583,0.000795671170892413,6.115808834211373e-05,0.2979070066529162,0.0,0.0,0.020023219287395477,0.015264344401657581,0.0007959440699778497,0.0003221476508770138,0.9949625134468079,0.9979348182678223,0.23082168400287628,0.011955092661082745,0.4322546124458313,0.3249686062335968
79,0.007634947372271734,0.006416057363491167,0.0008321251160369309,5.421943606052082e-05,0.30017825890989863,0.0,0.0,0.019969705492258072,0.015178067609667778,0.0008326622773893178,0.00032347565866075456,0.9947301149368286,0.9979262948036194,0.2260332852602005,0.01219459529966116,0.43211930990219116,0.3296526074409485
80,0.007574272046194357,0.006395028438419104,0.0008378312203978352,5.0696600823464586e-05,0.29499229438164654,0.0,0.0,0.020235996693372726,0.014816004782915115,0.0008383020176552236,0.00030529257492162287,0.9946944713592529,0.9980428814888,0.22431467473506927,0.012254898436367512,0.4327813982963562,0.33064913749694824
